-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 10/01/2008 through 02/29/2024 
Location: Latitude  -26.0323   Longitude -65.9232 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 1842.51 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
PS              MERRA-2 Surface Pressure (kPa) 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
T2M             MERRA-2 Temperature at 2 Meters (C) 
T2M_RANGE       MERRA-2 Temperature at 2 Meters Range (C) 
WS2M            MERRA-2 Wind Speed at 2 Meters (m/s) 
-END HEADER-
YEAR,MO,DY,PRECTOTCORR,PS,RH2M,T2M,T2M_RANGE,WS2M
2012,10,12,0.0,81.92,51.06,14.0,15.95,2.7
2012,10,13,0.0,81.67,46.12,16.62,18.63,3.18
2012,10,14,0.0,81.22,36.31,20.62,23.23,3.14
2012,10,15,0.0,81.31,30.12,17.8,16.84,2.66
2012,10,16,0.0,81.67,28.19,16.68,16.21,2.22
2012,10,17,0.0,81.71,34.94,16.89,16.44,2.86
2012,10,18,0.0,81.48,46.44,19.1,16.86,3.36
2012,10,19,0.0,81.13,48.31,21.87,19.73,2.6
2012,10,20,2.79,81.16,47.0,22.71,15.96,2.69
2012,10,21,2.15,80.93,58.0,20.05,15.88,2.73
2012,10,22,0.78,80.91,34.12,18.48,21.03,2.16
2012,10,23,0.0,81.44,42.06,13.04,15.53,3.19
2012,10,24,0.0,81.36,40.56,15.85,18.88,3.27
2012,10,25,0.0,81.39,49.0,17.84,17.88,3.23
2012,10,26,0.0,81.29,48.25,21.16,19.98,2.57
2012,10,27,11.08,81.45,53.69,23.55,17.12,2.34
2012,10,28,10.7,81.42,76.44,21.47,9.09,2.31
2012,10,29,0.6,81.38,59.81,23.59,17.92,2.5
2012,10,30,1.29,81.62,71.88,17.26,9.33,3.02
2012,10,31,0.0,81.56,57.06,19.16,14.73,2.48
2012,11,1,10.91,81.7,77.88,16.61,9.3,2.47
2012,11,2,1.36,81.74,75.38,17.23,11.09,2.34
2012,11,3,0.69,81.58,70.69,19.45,13.7,2.66
2012,11,4,8.96,81.61,80.88,17.63,8.55,2.27
2012,11,5,4.26,81.68,76.38,17.62,11.38,2.64
2012,11,6,15.3,81.71,77.06,17.15,8.83,2.1
2012,11,7,1.76,81.46,64.0,19.21,15.41,2.31
2012,11,8,0.0,80.94,58.31,21.99,16.34,3.07
2012,11,9,0.42,81.01,50.0,20.78,18.23,2.93
2012,11,10,0.79,81.61,69.94,15.44,10.88,3.25
2012,11,11,1.99,81.91,69.69,15.64,12.92,2.75
2012,11,12,0.47,82.11,76.19,14.22,8.97,2.96
2012,11,13,2.74,81.91,73.75,14.63,11.02,3.21
2012,11,14,0.16,81.83,66.56,16.49,14.02,2.34
2012,11,15,0.0,81.58,58.0,18.17,16.15,2.47
2012,11,16,0.0,81.53,53.94,19.51,15.77,2.99
2012,11,17,0.0,81.72,60.5,19.83,12.87,2.87
2012,11,18,6.47,81.68,65.94,19.87,14.12,2.38
2012,11,19,4.28,81.72,70.12,19.26,11.77,2.27
2012,11,20,0.12,81.53,73.06,20.05,10.42,3.34
2012,11,21,0.0,81.23,67.75,21.73,13.64,3.65
2012,11,22,4.27,81.31,58.31,19.9,13.08,2.92
2012,11,23,2.9,81.55,68.94,17.95,13.78,2.73
2012,11,24,1.2,81.88,71.75,15.38,8.47,2.58
2012,11,25,0.04,81.71,67.31,16.73,14.05,2.91
2012,11,26,0.0,81.59,67.75,19.12,14.03,2.93
2012,11,27,0.0,81.4,66.88,19.73,14.04,2.69
2012,11,28,2.53,81.08,60.56,21.39,15.48,2.45
2012,11,29,0.18,81.2,56.5,22.38,14.05,2.56
2012,11,30,6.97,81.6,60.0,19.73,13.82,2.59
2012,12,1,4.54,81.73,75.5,19.13,12.37,2.59
2012,12,2,0.23,81.46,74.88,21.25,11.14,2.99
2012,12,3,0.0,81.21,61.0,23.67,13.3,3.29
2012,12,4,13.92,81.37,73.19,21.98,11.8,2.59
2012,12,5,2.65,81.24,70.06,21.97,14.18,2.67
2012,12,6,6.55,80.73,58.75,25.19,15.34,2.45
2012,12,7,4.1,81.52,73.88,16.87,6.64,3.01
2012,12,8,0.17,81.83,66.81,17.92,14.13,2.21
2012,12,9,0.0,81.58,59.0,21.38,16.09,2.67
2012,12,10,0.9,80.93,55.94,24.35,15.34,1.98
2012,12,11,0.69,81.22,66.19,19.01,9.91,2.76
2012,12,12,1.03,81.08,52.81,23.3,15.55,2.21
2012,12,13,0.88,81.64,65.0,19.33,8.56,2.55
2012,12,14,0.0,81.36,61.56,21.53,14.55,2.79
2012,12,15,0.03,81.4,59.69,21.65,10.48,2.34
2012,12,16,0.0,81.21,50.81,23.59,16.49,2.14
2012,12,17,0.14,81.15,54.0,24.2,12.66,2.68
2012,12,18,3.97,80.83,58.25,23.85,16.1,2.33
2012,12,19,13.11,80.72,57.88,24.37,18.11,2.27
2012,12,20,7.52,81.05,65.69,20.31,15.29,2.84
2012,12,21,3.69,81.77,68.69,17.15,11.95,2.63
2012,12,22,0.52,81.55,64.88,19.9,15.66,3.01
2012,12,23,0.04,81.19,57.5,23.04,15.28,2.84
2012,12,24,0.0,80.88,50.44,24.79,13.91,2.36
2012,12,25,4.56,81.02,53.38,23.15,15.43,3.65
2012,12,26,1.7,81.71,59.94,15.12,12.38,2.79
2012,12,27,0.01,81.6,62.25,15.2,14.3,2.48
2012,12,28,0.0,81.49,62.44,17.4,15.52,2.77
2012,12,29,0.0,81.45,66.81,18.87,12.66,2.2
2012,12,30,0.0,81.36,56.56,21.63,15.26,2.23
2012,12,31,11.21,81.25,52.19,23.04,19.7,2.76
2013,1,1,7.59,82.0,77.5,15.14,9.15,2.83
2013,1,2,0.63,81.87,71.06,15.15,12.12,2.91
2013,1,3,0.02,81.64,53.5,18.76,17.41,2.79
2013,1,4,0.0,81.48,54.69,21.58,17.09,3.03
2013,1,5,1.13,81.34,62.69,22.53,14.05,2.32
2013,1,6,10.71,81.26,81.62,19.23,8.28,2.01
2013,1,7,0.04,81.17,53.5,22.22,18.9,2.38
2013,1,8,36.72,81.5,64.75,21.6,12.05,2.55
2013,1,9,16.89,81.93,87.62,18.55,7.84,3.2
2013,1,10,21.52,82.05,75.31,18.98,10.5,1.89
2013,1,11,1.35,81.73,75.81,19.21,11.08,2.22
2013,1,12,3.52,81.58,72.44,19.4,10.06,2.23
2013,1,13,8.12,81.82,82.12,18.02,5.67,1.91
2013,1,14,8.15,81.84,78.06,18.55,9.59,2.09
2013,1,15,0.46,81.58,75.06,18.83,9.39,1.98
2013,1,16,21.91,81.47,79.25,18.51,7.76,1.77
2013,1,17,23.27,81.85,82.44,17.9,7.15,1.8
2013,1,18,14.06,81.95,83.81,17.33,6.78,1.9
2013,1,19,16.31,82.07,81.94,16.22,7.13,1.86
2013,1,20,2.54,82.06,79.0,15.83,8.2,1.98
2013,1,21,0.87,81.92,80.25,15.59,8.31,2.34
2013,1,22,0.04,81.85,80.81,17.19,10.88,2.21
2013,1,23,0.21,81.77,80.31,18.44,10.38,1.94
2013,1,24,0.03,81.42,67.31,21.15,14.11,1.83
2013,1,25,3.23,81.76,71.94,17.77,9.08,2.37
2013,1,26,0.18,81.88,76.81,16.99,12.27,2.63
2013,1,27,0.0,81.76,74.38,18.58,13.16,2.63
2013,1,28,0.0,81.83,71.44,19.4,12.37,2.73
2013,1,29,0.0,81.85,68.56,19.14,9.92,1.86
2013,1,30,0.04,81.71,66.75,19.99,9.89,2.34
2013,1,31,0.13,81.48,70.69,20.65,11.27,2.38
2013,2,1,0.0,81.48,60.81,22.65,13.3,2.06
2013,2,2,6.88,81.82,66.5,22.26,10.94,1.88
2013,2,3,5.91,81.98,83.06,18.77,6.52,2.5
2013,2,4,0.0,81.69,80.06,19.22,9.76,2.29
2013,2,5,0.0,81.78,80.31,18.5,6.16,1.88
2013,2,6,5.22,81.92,79.0,17.98,7.78,1.72
2013,2,7,0.4,81.86,70.31,18.07,10.27,1.77
2013,2,8,0.0,81.65,62.94,18.79,13.41,1.96
2013,2,9,0.03,81.5,60.88,19.3,12.05,2.05
2013,2,10,7.28,81.42,67.56,19.05,11.9,1.47
2013,2,11,6.09,81.53,86.19,16.4,5.76,1.59
2013,2,12,0.0,81.31,67.81,19.98,14.36,1.78
2013,2,13,9.83,81.36,67.88,21.06,12.7,1.92
2013,2,14,1.09,81.64,71.25,19.92,10.72,1.95
2013,2,15,0.79,81.63,75.06,18.91,9.44,2.32
2013,2,16,0.0,81.19,67.31,21.55,13.99,1.86
2013,2,17,14.23,81.23,66.81,22.3,12.46,2.17
2013,2,18,28.35,81.72,85.88,14.38,7.68,2.88
2013,2,19,1.49,81.7,81.56,13.94,9.91,2.37
2013,2,20,0.15,81.67,81.56,15.38,11.51,2.2
2013,2,21,0.0,81.84,79.94,17.11,10.93,2.21
2013,2,22,1.08,81.81,81.81,18.35,11.44,2.63
2013,2,23,0.07,81.47,78.38,20.45,12.59,2.65
2013,2,24,60.11,81.37,79.06,21.03,11.58,2.11
2013,2,25,14.21,81.82,85.56,14.75,5.72,2.57
2013,2,26,0.09,81.88,83.31,14.09,8.7,2.15
2013,2,27,0.0,81.79,78.31,16.89,13.41,2.09
2013,2,28,0.0,81.5,70.88,19.24,13.13,2.43
2013,3,1,0.0,81.07,66.19,21.16,14.53,2.55
2013,3,2,1.02,81.48,72.5,18.58,10.5,2.32
2013,3,3,0.11,81.88,81.94,14.51,8.33,2.16
2013,3,4,0.4,81.91,80.19,13.44,9.07,2.45
2013,3,5,0.0,81.67,74.38,15.33,13.08,2.13
2013,3,6,0.0,81.35,66.0,18.44,15.81,2.05
2013,3,7,0.0,81.54,82.69,19.66,10.23,2.1
2013,3,8,0.0,81.64,78.69,20.83,10.35,1.54
2013,3,9,0.0,81.53,77.06,21.12,8.11,1.36
2013,3,10,7.19,81.5,76.5,20.62,9.34,1.76
2013,3,11,0.33,81.18,76.38,19.83,11.55,2.01
2013,3,12,1.6,81.43,75.75,16.72,10.62,2.51
2013,3,13,14.42,81.6,78.06,14.97,12.09,2.34
2013,3,14,10.02,81.8,84.38,13.54,9.23,2.66
2013,3,15,0.93,82.04,84.94,11.67,7.75,2.62
2013,3,16,2.36,82.13,82.62,11.96,9.23,2.55
2013,3,17,3.72,82.06,86.69,12.18,7.95,2.62
2013,3,18,0.76,81.86,84.0,12.69,9.18,2.59
2013,3,19,0.07,81.65,79.62,12.8,10.42,2.38
2013,3,20,0.0,81.51,71.31,14.53,14.29,1.77
2013,3,21,0.0,81.76,72.75,15.37,11.93,1.95
2013,3,22,2.51,81.86,80.0,14.67,10.2,2.27
2013,3,23,2.83,81.86,80.38,14.87,10.14,1.73
2013,3,24,0.02,81.56,79.5,15.1,11.65,2.0
2013,3,25,0.36,81.75,74.81,16.19,11.66,1.62
2013,3,26,0.03,82.2,79.81,14.56,9.43,1.97
2013,3,27,0.0,82.1,79.69,14.73,10.48,1.96
2013,3,28,1.13,82.07,76.62,14.15,9.01,1.77
2013,3,29,0.0,81.85,69.19,14.55,13.92,2.01
2013,3,30,0.0,81.61,59.62,16.5,14.41,2.12
2013,3,31,0.06,81.46,60.94,17.08,14.64,2.09
2013,4,1,3.38,81.57,79.56,16.25,9.95,2.12
2013,4,2,6.77,81.77,84.0,12.51,9.45,2.17
2013,4,3,1.04,81.8,81.0,11.4,9.09,2.19
2013,4,4,0.0,81.52,69.44,13.14,15.84,1.8
2013,4,5,0.0,81.43,50.06,15.89,16.49,2.1
2013,4,6,0.0,81.58,50.69,15.55,17.66,1.94
2013,4,7,0.0,81.84,75.0,13.96,11.52,1.85
2013,4,8,0.0,81.91,75.44,13.58,11.73,1.68
2013,4,9,0.0,81.68,71.38,14.05,14.47,2.16
2013,4,10,0.0,81.3,65.88,16.12,15.94,2.07
2013,4,11,2.29,81.12,64.31,17.87,17.77,1.78
2013,4,12,7.59,81.76,86.5,11.11,7.58,2.24
2013,4,13,0.58,81.92,75.62,10.51,12.45,1.9
2013,4,14,0.0,81.88,64.0,12.98,14.89,1.71
2013,4,15,0.0,82.07,54.06,15.47,12.98,1.55
2013,4,16,0.0,82.04,53.94,16.15,12.93,1.73
2013,4,17,0.0,82.01,50.62,16.07,12.78,1.75
2013,4,18,0.0,81.89,49.12,15.76,12.59,1.77
2013,4,19,0.0,81.91,51.25,15.72,12.73,1.78
2013,4,20,0.0,81.91,52.88,15.98,13.84,1.88
2013,4,21,0.0,82.0,49.06,16.99,13.34,1.67
2013,4,22,0.0,82.03,48.75,16.65,13.43,1.76
2013,4,23,0.0,82.08,45.0,16.63,12.91,1.78
2013,4,24,0.0,81.91,48.62,15.97,14.96,2.11
2013,4,25,0.0,81.69,52.81,16.6,14.48,1.96
2013,4,26,0.0,81.4,56.06,16.51,15.14,2.59
2013,4,27,0.0,81.41,56.69,15.46,13.84,1.74
2013,4,28,0.0,81.6,75.94,16.29,10.89,1.8
2013,4,29,0.06,81.71,79.19,15.96,10.87,1.88
2013,4,30,0.0,81.66,78.31,16.38,12.18,1.73
2013,5,1,0.0,81.51,64.69,18.79,16.41,1.71
2013,5,2,0.16,81.46,53.44,18.48,14.36,1.66
2013,5,3,0.62,81.58,60.38,15.99,14.05,1.67
2013,5,4,1.94,81.84,78.5,13.85,10.31,1.97
2013,5,5,0.46,82.24,68.44,13.36,14.52,1.48
2013,5,6,0.0,82.01,50.69,15.05,15.43,1.66
2013,5,7,36.61,82.29,73.62,11.9,9.98,1.77
2013,5,8,0.0,81.63,48.94,14.8,16.28,1.73
2013,5,9,0.0,81.51,42.12,15.2,15.68,1.57
2013,5,10,0.0,81.36,44.31,16.27,18.41,1.55
2013,5,11,0.0,81.76,65.94,13.92,8.88,1.68
2013,5,12,0.0,81.71,72.88,12.95,12.17,1.3
2013,5,13,0.0,81.57,76.44,12.75,12.98,1.66
2013,5,14,0.17,81.43,69.62,13.55,15.15,1.73
2013,5,15,1.99,81.81,81.75,9.51,9.33,1.73
2013,5,16,1.64,82.06,76.56,6.58,10.43,2.14
2013,5,17,0.0,81.86,64.12,9.24,10.15,1.29
2013,5,18,0.0,81.61,66.56,11.25,15.46,1.48
2013,5,19,0.0,82.07,70.81,9.97,9.46,1.75
2013,5,20,0.0,81.8,72.81,9.65,12.84,1.63
2013,5,21,0.0,81.6,65.56,10.84,13.65,1.44
2013,5,22,0.0,81.87,78.81,9.8,10.95,1.74
2013,5,23,0.0,81.85,70.56,10.26,12.53,1.54
2013,5,24,0.0,82.13,52.12,11.13,12.51,1.54
2013,5,25,0.0,81.68,55.44,10.01,14.0,2.1
2013,5,26,0.0,81.38,42.88,10.94,18.53,1.58
2013,5,27,0.56,81.06,39.5,12.15,21.55,1.64
2013,5,28,0.0,80.79,27.75,15.18,18.31,1.61
2013,5,29,0.0,81.41,50.44,10.11,12.73,1.68
2013,5,30,0.0,81.64,56.0,10.48,12.14,1.69
2013,5,31,0.0,81.19,39.5,12.48,20.39,1.4
2013,6,1,0.0,81.67,37.56,12.44,14.96,1.55
2013,6,2,0.0,82.05,43.12,12.7,11.67,1.54
2013,6,3,0.0,82.16,56.62,11.33,13.77,1.87
2013,6,4,0.0,81.89,54.56,12.66,14.49,1.39
2013,6,5,0.0,81.74,44.75,14.37,17.78,1.47
2013,6,6,0.0,82.08,62.69,10.91,12.63,1.67
2013,6,7,0.0,81.83,56.25,13.33,15.16,1.66
2013,6,8,0.0,82.11,79.69,11.78,9.59,1.73
2013,6,9,0.0,81.82,67.56,13.35,14.39,1.47
2013,6,10,0.0,81.97,83.19,12.47,6.88,1.14
2013,6,11,0.0,81.97,76.44,13.43,11.95,1.5
2013,6,12,0.0,82.02,70.94,14.47,11.52,1.45
2013,6,13,0.01,81.85,76.25,14.22,8.12,0.98
2013,6,14,3.58,81.81,84.0,12.95,10.2,1.78
2013,6,15,0.18,81.63,66.5,11.49,13.0,1.2
2013,6,16,3.3,81.62,55.06,11.03,11.98,1.92
2013,6,17,0.87,81.51,74.94,9.05,12.7,1.79
2013,6,18,0.93,81.42,66.75,10.02,15.55,1.72
2013,6,19,6.9,81.79,87.25,5.0,8.37,2.4
2013,6,20,0.09,81.6,73.88,3.28,12.48,1.83
2013,6,21,0.0,81.43,37.69,7.09,18.47,1.66
2013,6,22,0.0,81.36,35.38,8.48,18.24,1.67
2013,6,23,0.0,81.59,56.5,7.33,14.52,1.54
2013,6,24,0.0,81.6,58.56,6.34,15.92,1.48
2013,6,25,0.0,81.59,55.69,7.05,16.35,1.45
2013,6,26,0.0,81.66,46.12,7.6,17.26,1.66
2013,6,27,0.0,81.39,43.81,11.9,22.28,1.35
2013,6,28,0.0,81.34,34.06,14.37,18.37,1.88
2013,6,29,0.0,81.63,45.12,9.87,12.15,1.92
2013,6,30,0.0,81.77,55.56,7.92,12.68,1.66
2013,7,1,0.0,82.0,50.62,8.81,15.71,1.55
2013,7,2,0.0,81.41,34.0,11.95,17.6,1.95
2013,7,3,0.0,81.13,32.12,12.88,17.03,1.55
2013,7,4,0.0,81.47,51.19,10.73,16.61,1.91
2013,7,5,0.0,81.44,50.69,13.4,19.45,1.97
2013,7,6,0.0,81.72,49.31,13.01,12.52,1.65
2013,7,7,0.21,82.05,80.25,8.23,9.95,1.85
2013,7,8,0.33,82.11,72.75,7.2,13.17,1.7
2013,7,9,0.0,81.55,57.56,12.52,17.74,1.65
2013,7,10,0.0,81.48,45.75,14.35,17.46,1.72
2013,7,11,0.0,81.65,52.06,12.96,14.37,1.68
2013,7,12,0.0,82.03,83.88,9.66,8.44,1.6
2013,7,13,0.0,81.79,45.81,11.95,16.42,1.36
2013,7,14,0.0,81.97,43.75,11.82,12.48,1.48
2013,7,15,0.0,82.1,67.5,10.81,13.26,1.66
2013,7,16,0.0,81.81,52.81,13.2,15.6,1.64
2013,7,17,0.0,81.48,35.81,15.81,16.87,1.55
2013,7,18,0.0,81.64,50.75,10.01,16.34,2.53
2013,7,19,0.0,81.53,58.62,5.29,15.21,1.81
2013,7,20,0.0,80.92,45.44,8.41,19.62,1.79
2013,7,21,0.03,81.61,68.0,-0.66,12.28,3.04
2013,7,22,0.03,81.95,58.31,-2.03,13.64,2.35
2013,7,23,0.0,81.97,44.75,1.45,14.36,1.83
2013,7,24,0.0,82.17,39.94,4.24,15.77,1.67
2013,7,25,0.0,81.89,30.0,9.15,17.67,2.27
2013,7,26,0.0,81.59,33.62,12.47,17.31,1.75
2013,7,27,0.0,81.96,39.81,12.71,12.92,1.64
2013,7,28,0.0,81.95,43.94,12.55,15.86,1.78
2013,7,29,0.0,81.94,44.69,14.9,15.45,1.87
2013,7,30,0.0,81.46,42.38,16.96,18.89,2.28
2013,7,31,0.0,81.42,49.5,14.23,16.27,1.84
2013,8,1,0.0,81.5,66.88,11.14,13.41,1.88
2013,8,2,0.0,81.78,59.06,8.06,12.67,2.01
2013,8,3,0.0,81.5,41.31,11.63,24.91,2.39
2013,8,4,0.0,81.91,37.56,10.96,13.13,2.29
2013,8,5,0.0,81.68,33.44,13.89,19.08,1.83
2013,8,6,0.0,81.75,54.5,13.37,14.59,2.19
2013,8,7,0.0,80.89,26.31,17.3,24.74,1.96
2013,8,8,0.0,81.46,46.5,8.12,13.89,2.56
2013,8,9,0.0,82.22,64.94,-0.49,7.73,2.41
2013,8,10,0.0,82.03,42.94,5.51,19.38,1.77
2013,8,11,0.0,81.36,24.06,12.83,21.21,1.77
2013,8,12,0.0,81.33,29.12,11.08,19.36,2.19
2013,8,13,0.0,82.17,70.31,1.6,9.49,2.22
2013,8,14,0.0,82.45,59.19,4.13,16.23,1.91
2013,8,15,0.0,81.81,30.44,9.86,19.13,2.12
2013,8,16,0.0,82.11,26.75,10.34,15.42,2.12
2013,8,17,0.0,82.08,32.81,7.36,16.5,1.94
2013,8,18,0.0,81.71,27.25,10.99,18.06,1.88
2013,8,19,0.0,81.59,29.25,14.46,18.24,1.89
2013,8,20,0.0,81.5,44.06,15.73,18.3,2.25
2013,8,21,0.0,81.34,37.69,16.54,15.93,2.2
2013,8,22,0.0,81.6,46.62,9.83,16.65,2.54
2013,8,23,0.0,81.69,47.94,2.94,16.02,2.2
2013,8,24,0.0,81.91,51.81,0.61,7.21,2.06
2013,8,25,0.0,82.24,49.88,1.37,11.55,1.85
2013,8,26,0.0,82.39,46.62,2.9,15.38,1.68
2013,8,27,0.0,82.28,33.81,8.52,19.34,1.84
2013,8,28,0.0,82.25,25.25,13.51,18.91,1.8
2013,8,29,0.0,81.81,24.88,14.82,16.52,2.21
2013,8,30,0.0,81.47,24.81,15.81,17.61,1.98
2013,8,31,0.0,81.49,23.31,15.83,20.16,2.4
2013,9,1,0.0,81.68,24.75,16.68,15.49,1.95
2013,9,2,26.99,81.63,37.94,15.81,15.72,2.02
2013,9,3,0.0,82.17,67.31,10.09,9.56,1.99
2013,9,4,0.0,81.97,64.88,11.58,16.34,2.56
2013,9,5,0.0,81.71,39.38,16.02,17.48,1.98
2013,9,6,0.0,81.73,39.88,18.3,15.62,2.02
2013,9,7,0.0,81.62,42.5,20.08,19.29,2.09
2013,9,8,0.0,82.06,49.75,19.32,13.48,1.98
2013,9,9,0.0,81.9,42.56,19.69,17.95,2.84
2013,9,10,0.0,81.48,35.19,21.05,18.45,2.55
2013,9,11,0.0,81.25,38.06,20.8,17.06,2.12
2013,9,12,0.13,81.28,44.12,19.64,14.56,2.31
2013,9,13,0.18,81.67,72.69,10.08,9.84,2.86
2013,9,14,0.31,81.53,68.38,8.78,12.92,2.63
2013,9,15,2.7,81.35,57.75,10.07,16.78,2.53
2013,9,16,2.19,81.35,62.75,6.72,13.42,3.32
2013,9,17,0.37,81.75,66.06,4.14,13.79,3.24
2013,9,18,0.03,81.71,49.62,6.87,17.49,2.98
2013,9,19,0.0,81.49,42.12,11.04,21.25,3.0
2013,9,20,0.0,81.12,27.38,15.65,23.58,1.76
2013,9,21,0.01,81.19,36.38,14.06,19.06,2.2
2013,9,22,0.0,81.94,57.5,5.75,12.58,2.85
2013,9,23,0.0,82.35,59.81,3.65,13.07,2.73
2013,9,24,0.0,82.24,51.69,5.29,16.34,2.94
2013,9,25,0.0,81.73,39.69,8.7,19.82,3.06
2013,9,26,0.55,81.36,32.56,14.11,21.91,2.68
2013,9,27,0.0,81.34,39.31,14.91,14.47,2.24
2013,9,28,0.0,81.72,51.62,11.33,14.37,2.75
2013,9,29,0.0,81.74,57.38,8.66,17.56,2.66
2013,9,30,0.0,81.76,54.25,8.79,15.65,2.64
2013,10,1,0.0,81.53,38.81,10.1,18.63,2.8
2013,10,2,0.0,81.39,39.69,12.88,19.07,2.98
2013,10,3,0.0,81.7,39.12,13.28,16.75,2.74
2013,10,4,0.0,82.18,59.88,10.23,13.09,2.5
2013,10,5,0.0,81.9,45.06,12.92,17.05,2.53
2013,10,6,0.0,82.06,42.19,13.56,13.05,2.32
2013,10,7,0.0,81.92,44.0,14.98,16.51,2.81
2013,10,8,0.0,81.64,40.69,17.44,17.77,3.05
2013,10,9,3.2,81.53,38.25,19.81,20.17,2.87
2013,10,10,1.4,81.75,61.81,16.8,15.12,2.19
2013,10,11,3.12,81.59,70.38,17.02,11.84,2.26
2013,10,12,1.2,81.62,70.44,16.31,12.77,2.64
2013,10,13,0.01,81.63,68.0,17.07,15.1,2.86
2013,10,14,10.62,81.86,87.88,14.6,5.12,2.01
2013,10,15,0.53,81.85,74.31,16.48,12.56,2.51
2013,10,16,5.14,81.72,66.31,16.7,16.12,2.5
2013,10,17,0.22,81.88,62.12,16.84,13.3,2.38
2013,10,18,0.0,81.76,61.56,17.81,14.27,2.3
2013,10,19,0.0,81.25,56.94,19.94,15.46,3.33
2013,10,20,0.0,80.89,35.06,20.8,21.49,2.8
2013,10,21,0.0,81.68,46.06,15.43,11.54,2.78
2013,10,22,0.0,81.13,43.62,17.36,20.05,3.21
2013,10,23,0.09,81.22,35.56,20.55,19.27,2.69
2013,10,24,1.02,82.03,58.25,13.75,9.7,3.09
2013,10,25,0.03,81.67,62.62,15.8,16.77,2.9
2013,10,26,0.0,81.67,49.06,17.65,16.62,2.56
2013,10,27,0.0,81.93,64.5,16.58,12.48,2.8
2013,10,28,0.0,81.5,57.44,18.44,17.05,3.46
2013,10,29,0.0,81.37,44.12,21.91,18.87,2.59
2013,10,30,0.0,81.24,57.25,22.62,13.75,2.87
2013,10,31,17.59,80.91,49.75,24.32,19.67,3.79
2013,11,1,20.1,81.3,68.56,16.67,13.23,2.94
2013,11,2,0.05,81.93,65.0,13.69,12.3,2.64
2013,11,3,0.0,82.06,56.75,15.97,14.4,2.18
2013,11,4,0.0,81.83,52.94,17.39,15.4,2.48
2013,11,5,0.0,81.81,52.38,18.08,15.52,2.59
2013,11,6,0.0,81.49,46.75,18.47,16.38,3.34
2013,11,7,0.0,81.52,46.12,19.99,15.96,2.6
2013,11,8,0.0,81.23,44.0,21.77,17.63,2.74
2013,11,9,1.48,80.85,42.31,22.39,16.23,2.45
2013,11,10,1.7,80.87,54.12,17.67,16.28,3.09
2013,11,11,0.0,81.5,43.38,15.56,21.38,2.23
2013,11,12,0.0,81.6,36.12,17.83,18.59,2.94
2013,11,13,0.0,81.5,42.56,19.89,18.31,3.7
2013,11,14,0.0,81.16,39.25,23.41,21.8,2.99
2013,11,15,0.0,81.67,38.81,20.43,15.91,3.36
2013,11,16,0.0,81.96,40.38,16.3,14.72,2.52
2013,11,17,0.0,81.41,38.75,18.62,18.3,2.77
2013,11,18,1.06,81.02,45.19,20.94,17.45,2.73
2013,11,19,0.51,81.37,73.88,16.55,6.84,2.9
2013,11,20,1.77,81.8,70.62,16.05,10.59,2.68
2013,11,21,0.02,82.04,53.62,18.5,15.69,2.17
2013,11,22,0.0,81.73,54.06,18.75,13.86,2.17
2013,11,23,0.0,81.32,47.12,20.88,16.34,2.57
2013,11,24,1.65,81.05,43.44,22.83,18.33,3.11
2013,11,25,3.36,81.35,60.75,20.88,15.06,2.95
2013,11,26,1.01,81.44,68.38,17.88,13.52,3.02
2013,11,27,2.28,81.34,68.94,18.87,13.95,2.52
2013,11,28,0.06,81.37,67.0,19.07,14.79,3.35
2013,11,29,0.25,81.67,67.38,17.06,9.78,2.86
2013,11,30,0.01,81.6,61.56,17.98,15.0,2.62
2013,12,1,0.0,81.48,55.0,21.53,18.34,2.54
2013,12,2,0.27,81.63,59.19,23.58,13.07,2.16
2013,12,3,1.61,81.7,62.75,20.51,8.62,2.0
2013,12,4,0.09,81.28,51.69,24.28,18.44,2.01
2013,12,5,31.11,81.42,60.31,23.25,14.48,2.91
2013,12,6,0.27,81.56,66.0,21.03,12.92,2.64
2013,12,7,0.0,81.4,69.0,21.44,13.1,3.27
2013,12,8,0.1,81.18,63.75,22.49,14.11,3.16
2013,12,9,46.52,81.62,70.25,19.76,9.43,2.69
2013,12,10,3.84,82.1,78.0,16.34,8.12,2.49
2013,12,11,0.04,81.76,74.5,16.98,11.1,2.45
2013,12,12,2.75,81.48,76.94,17.37,9.44,2.55
2013,12,13,3.28,81.37,78.25,18.04,10.28,2.4
2013,12,14,12.29,81.44,77.44,19.11,11.06,2.65
2013,12,15,3.74,81.61,82.38,19.14,8.96,2.9
2013,12,16,3.0,81.69,82.81,18.18,5.86,2.8
2013,12,17,55.83,81.45,80.62,19.27,9.99,2.43
2013,12,18,11.87,81.61,73.31,18.06,11.96,2.3
2013,12,19,21.26,81.61,78.44,17.95,9.55,1.73
2013,12,20,2.31,81.63,73.75,18.31,11.07,1.94
2013,12,21,1.92,81.64,74.88,18.48,10.19,1.7
2013,12,22,0.21,81.76,73.38,19.25,10.39,1.8
2013,12,23,0.4,81.72,73.25,19.85,10.11,1.98
